Ensembl_gene_id,Ensembl_transcript_id,Gnomad_oe_lof_score,Gnomad_oe_ci_lower,Gnomad_oe_ci_upper,Gnomad_pLI_score,Gnomad_pnull_score,Gnomad_prec_score,Gnomad_oe_mis_score,Gnomad_mis_z_score
ENSG00000204518,ENST00000376221,0.63942,0.38546,1.1158,0.0084369,0.089143,0.90242,1.0289,-0.28041
ENSG00000109576,ENST00000337664,0.4445,0.32393,0.62081,0.036927,0.00010311,0.96297,0.75804,2.3316
ENSG00000109576,ENST00000353187,0.4445,0.32393,0.62081,0.036927,0.00010311,0.96297,0.75804,2.3316
ENSG00000109576,ENST00000502392,0.30259,0.16568,0.59722,0.86681,0.00084746,0.13234,0.75507,1.5488
ENSG00000109576,ENST00000507375,0.28935,0.15844,0.5711,0.91109,0.00043394,0.088472,0.78406,1.4635
ENSG00000109576,ENST00000509167,0.45889,0.33636,0.63673,0.013647,0.00013236,0.98622,0.76137,2.3122
ENSG00000109576,ENST00000510340,0.41964,0.25888,0.7118,0.26121,0.005827,0.73296,0.84075,1.0708
ENSG00000109576,ENST00000515480,0.4445,0.32393,0.62081,0.036927,0.00010311,0.96297,0.75804,2.3316
ENSG00000103591,ENST00000261880,0.86231,0.6655,1.1303,7.6994e-12,0.26182,0.73818,1.2039,-1.6811
ENSG00000103591,ENST00000542650,0.95634,0.71549,1.2971,1.7656e-10,0.47791,0.52209,1.1595,-1.0663
ENSG00000103591,ENST00000560362,0.98497,0.62001,1.6303,0.0001285,0.31778,0.68209,1.2567,-0.8952
ENSG00000103591,ENST00000561452,0.95634,0.71549,1.2971,1.7656e-10,0.47791,0.52209,1.1595,-1.0663
ENSG00000115977,ENST00000406297,0.2662,0.1962,0.3671,1.0,1.7872e-17,4.8927e-08,0.79005,2.8971
ENSG00000115977,ENST00000409068,0.21928,0.15297,0.32176,1.0,7.4319e-18,4.2708e-09,0.7494,3.0493
ENSG00000115977,ENST00000409085,0.31886,0.24526,0.41948,0.99999,1.1513e-15,7.1109e-06,0.78506,3.1365
ENSG00000115977,ENST00000606389,0.37788,0.29836,0.48316,0.97474,1.7601e-11,0.025262,0.7848,3.4485
ENSG00000115977,ENST00000623317,0.63034,0.39678,1.0434,0.0040191,0.068157,0.92782,0.82043,1.5383
ENSG00000115977,ENST00000624900,0.61262,0.34839,1.1507,0.025523,0.094408,0.88007,0.76336,1.0836
ENSG00000087884,ENST00000304716,1.0635,0.70237,1.6625,7.4075e-06,0.42399,0.576,1.1196,-0.56644
ENSG00000087884,ENST00000393427,1.0329,0.69928,1.5688,2.022e-06,0.42703,0.57297,0.97328,0.13714
ENSG00000087884,ENST00000525034,1.0506,0.73291,1.5416,1.6333e-07,0.49691,0.50309,0.95534,0.23945
ENSG00000087884,ENST00000525409,1.1338,0.72651,1.8369,2.3145e-05,0.43927,0.5607,0.97218,0.12214
ENSG00000087884,ENST00000526164,,,,,,,1.071,-0.28672
ENSG00000087884,ENST00000526415,1.0329,0.69928,1.5688,2.022e-06,0.42703,0.57297,0.97328,0.13714
ENSG00000087884,ENST00000527134,1.2159,0.84046,1.803,7.6102e-08,0.64662,0.35338,1.1779,-0.82119
ENSG00000087884,ENST00000529666,,,,,,,1.6538,-1.1056
ENSG00000087884,ENST00000532481,1.0566,0.6651,1.7489,8.1608e-05,0.36787,0.63205,1.113,-0.4705
ENSG00000087884,ENST00000533193,1.0329,0.69928,1.5688,2.022e-06,0.42703,0.57297,0.97328,0.13714
ENSG00000087884,ENST00000630098,1.0635,0.70237,1.6625,7.4075e-06,0.42399,0.576,1.1196,-0.56644
ENSG00000127837,ENST00000248450,0.23491,0.15053,0.38061,0.99996,2.1418e-10,4.0525e-05,0.75017,2.5151
ENSG00000127837,ENST00000420660,0.23033,0.14499,0.38126,0.99994,6.1976e-10,6.2471e-05,0.7505,2.4504
ENSG00000127837,ENST00000422731,0.22944,0.11991,0.48243,0.98343,4.1968e-05,0.016532,0.70783,1.9424
ENSG00000127837,ENST00000444053,0.23521,0.15072,0.38109,0.99996,2.2534e-10,4.1841e-05,0.7521,2.4985
ENSG00000127837,ENST00000447885,0.24308,0.1331,0.47978,0.98661,2.0546e-05,0.013367,0.74999,1.6971
ENSG00000129673,ENST00000250615,0.55354,0.3547,0.89685,0.010066,0.028852,0.96108,0.96197,0.30446
ENSG00000129673,ENST00000392492,0.70585,0.44431,1.1683,0.0015116,0.11266,0.88583,0.96526,0.25507
ENSG00000129673,ENST00000585649,0.65701,0.39606,1.1465,0.0069288,0.098695,0.89438,0.93129,0.41527
ENSG00000129673,ENST00000587798,,,,,,,0.89345,0.51778
ENSG00000131043,ENST00000320849,1.1506,0.86472,1.5529,1.8883e-12,0.82654,0.17346,0.87527,1.1791
ENSG00000131043,ENST00000373932,1.1506,0.86472,1.5529,1.8883e-12,0.82654,0.17346,0.87527,1.1791
ENSG00000131043,ENST00000397286,1.2394,0.93143,1.6727,4.4199e-13,0.89366,0.10634,0.97754,0.20388
ENSG00000131043,ENST00000679519,1.1506,0.86472,1.5529,1.8883e-12,0.82654,0.17346,0.87527,1.1791
ENSG00000131043,ENST00000679667,1.1506,0.86472,1.5529,1.8883e-12,0.82654,0.17346,0.87527,1.1791
ENSG00000131043,ENST00000680247,1.1506,0.86472,1.5529,1.8883e-12,0.82654,0.17346,0.87527,1.1791
ENSG00000131043,ENST00000680412,,,,,,,0.89351,0.93169
ENSG00000131043,ENST00000680639,1.1506,0.86472,1.5529,1.8883e-12,0.82654,0.17346,0.87527,1.1791
ENSG00000131043,ENST00000680811,1.1506,0.86472,1.5529,1.8883e-12,0.82654,0.17346,0.87527,1.1791
ENSG00000131043,ENST00000680933,1.1506,0.86472,1.5529,1.8883e-12,0.82654,0.17346,0.87527,1.1791
ENSG00000205002,ENST00000378279,0.96699,0.58292,1.6874,0.0006176,0.28619,0.71319,1.1224,-0.7571
ENSG00000090861,ENST00000261772,0.66116,0.54672,0.8044,8.9472e-16,0.00025852,0.99974,0.96743,0.48778
ENSG00000090861,ENST00000565361,0.6815,0.56566,0.82585,4.0055e-17,0.0005235,0.99948,0.98238,0.26529
ENSG00000090861,ENST00000674512,0.6702,0.5549,0.81429,2.6537e-16,0.00036364,0.99964,0.97129,0.42838
ENSG00000090861,ENST00000674652,,,,,,,0.95634,0.34957
ENSG00000090861,ENST00000674691,0.66116,0.54672,0.8044,8.9472e-16,0.00025852,0.99974,0.96743,0.48778
ENSG00000090861,ENST00000674768,,,,,,,0.97561,0.26854
ENSG00000090861,ENST00000674811,,,,,,,0.96499,0.30669
ENSG00000090861,ENST00000674963,0.66116,0.54672,0.8044,8.9472e-16,0.00025852,0.99974,0.96743,0.48778
ENSG00000090861,ENST00000675035,,,,,,,0.96595,0.46112
ENSG00000090861,ENST00000675045,0.65439,0.54112,0.79617,1.5699e-15,0.00018564,0.99981,0.96598,0.51142
ENSG00000090861,ENST00000675120,,,,,,,0.97169,0.32268
ENSG00000090861,ENST00000675133,0.67985,0.56359,0.82492,7.4941e-17,0.00052645,0.99947,0.97063,0.43791
ENSG00000090861,ENST00000675297,,,,,,,0.96832,0.35297
ENSG00000090861,ENST00000675371,,,,,,,0.96328,0.47927
ENSG00000090861,ENST00000675569,,,,,,,0.98093,0.15189
ENSG00000090861,ENST00000675643,0.66116,0.54672,0.8044,8.9472e-16,0.00025852,0.99974,0.96743,0.48778
ENSG00000090861,ENST00000675691,0.63693,0.52386,0.77937,4.1681e-14,0.00012041,0.99988,0.96464,0.51679
ENSG00000090861,ENST00000675751,,,,,,,0.95634,0.34957
ENSG00000090861,ENST00000675853,0.65717,0.54342,0.79955,1.2445e-15,0.00021286,0.99979,0.96948,0.46068
ENSG00000090861,ENST00000675953,0.6876,0.57002,0.83433,4.0609e-17,0.00075505,0.99924,0.96373,0.53509
ENSG00000090861,ENST00000676004,,,,,,,1.1356,-0.45086
ENSG00000090861,ENST00000676040,,,,,,,0.98093,0.15189
ENSG00000090861,ENST00000676168,,,,,,,0.96328,0.47927
ENSG00000090861,ENST00000676209,,,,,,,0.96832,0.35297
ENSG00000090861,ENST00000676211,,,,,,,0.95634,0.34957
ENSG00000090861,ENST00000676212,,,,,,,0.97007,0.40112
ENSG00000090861,ENST00000676247,,,,,,,0.96832,0.35297
ENSG00000124608,ENST00000244571,0.6518,0.54292,0.78689,1.2266e-16,8.8031e-05,0.99991,0.89596,1.5945
ENSG00000266967,ENST00000427569,0.90327,0.70954,1.1614,3.8859e-14,0.42234,0.57766,0.97689,0.22541
ENSG00000266967,ENST00000430739,1.0526,0.72756,1.5608,3.5084e-07,0.48222,0.51778,0.95533,0.25413
ENSG00000266967,ENST00000436545,,,,,,,1.2482,-0.89871
ENSG00000266967,ENST00000450475,,,,,,,0.96361,0.15812
ENSG00000266967,ENST00000591096,,,,,,,0.93194,0.30217
ENSG00000266967,ENST00000591910,,,,,,,1.2443,-0.81418
ENSG00000157426,ENST00000205214,0.79137,0.66138,0.952,5.2561e-22,0.039058,0.96094,0.95009,0.75737
ENSG00000157426,ENST00000451613,0.86828,0.71706,1.0579,2.6333999999999997e-21,0.34691,0.65309,0.95122,0.65335
ENSG00000157426,ENST00000502617,0.85089,0.68512,1.0652,1.9967e-16,0.23758,0.76242,0.9461,0.71443
ENSG00000157426,ENST00000503808,,,,,,,0.9287,0.29933
ENSG00000157426,ENST00000513376,0.77133,0.63699,0.93974,6.6358e-19,0.025223,0.97478,0.95559,0.64197
ENSG00000157426,ENST00000514745,,,,,,,0.90906,0.45479
ENSG00000157426,ENST00000602986,0.76306,0.6258,0.93657,1.9204e-17,0.022708,0.97729,0.94801,0.73269
ENSG00000149313,ENST00000278618,0.63149,0.45437,0.89466,2.2188e-05,0.017796,0.98218,0.99682,0.026383
ENSG00000149313,ENST00000524411,0.63558,0.41381,1.0105,0.001568,0.057367,0.94107,1.0013,-0.0081383
ENSG00000149313,ENST00000525660,,,,,,,0.96414,0.20189
ENSG00000149313,ENST00000533423,0.54971,0.33138,0.95925,0.027246,0.046566,0.92619,0.97402,0.15148
ENSG00000008311,ENST00000358954,,,,,,,0.91942,1.0362
ENSG00000008311,ENST00000393376,0.81618,0.68566,0.97647,4.8684000000000005e-24,0.087198,0.9128,0.91669,1.2014
ENSG00000008311,ENST00000417368,0.81618,0.68566,0.97647,4.8684000000000005e-24,0.087198,0.9128,0.91669,1.2014
ENSG00000008311,ENST00000431170,,,,,,,0.87626,1.3389
ENSG00000008311,ENST00000473553,0.81526,0.62491,1.0766,1.0827e-10,0.14688,0.85312,0.9634,0.34773
ENSG00000008311,ENST00000679419,0.81526,0.62491,1.0766,1.0827e-10,0.14688,0.85312,0.9634,0.34773
ENSG00000008311,ENST00000679511,0.81618,0.68566,0.97647,4.8684000000000005e-24,0.087198,0.9128,0.91669,1.2014
ENSG00000008311,ENST00000679579,,,,,,,0.86757,1.3721
ENSG00000008311,ENST00000679659,,,,,,,1.1785,-0.52009
ENSG00000008311,ENST00000679721,,,,,,,1.0902,-0.41361
ENSG00000008311,ENST00000679764,,,,,,,1.0311,-0.20244
ENSG00000008311,ENST00000679847,,,,,,,0.86757,1.3721
ENSG00000008311,ENST00000679864,,,,,,,0.91669,1.2014
ENSG00000008311,ENST00000680080,,,,,,,1.0059,-0.043981
ENSG00000008311,ENST00000681213,0.81526,0.62491,1.0766,1.0827e-10,0.14688,0.85312,0.9634,0.34773
ENSG00000008311,ENST00000681314,,,,,,,0.83244,1.3106
ENSG00000008311,ENST00000681318,,,,,,,1.0043,-0.031721
ENSG00000008311,ENST00000681387,,,,,,,1.0146,-0.10069
ENSG00000008311,ENST00000681434,,,,,,,0.86757,1.3721
ENSG00000008311,ENST00000681511,,,,,,,1.0059,-0.043981
ENSG00000008311,ENST00000681626,,,,,,,0.97897,0.18514
ENSG00000008311,ENST00000681907,,,,,,,1.0659,-0.34734
ENSG00000275700,ENST00000610798,0.85264,0.59481,1.2511,2.0494e-06,0.22326,0.77674,0.86354,0.80691
ENSG00000275700,ENST00000613840,,,,,,,1.1486,-0.52211
ENSG00000275700,ENST00000616434,0.75358,0.59195,0.96891,8.0663e-12,0.04078,0.95922,0.93847,0.66181
ENSG00000275700,ENST00000619387,0.75341,0.59773,0.9583,8.5421e-13,0.034551,0.96545,0.93186,0.76099
ENSG00000275700,ENST00000679881,0.86092,0.67064,1.117,1.1446e-12,0.26163,0.73837,0.91536,0.79588
ENSG00000275700,ENST00000679997,0.75059,0.59263,0.9597,2.9612e-12,0.035111,0.96489,0.91982,0.87695
ENSG00000275700,ENST00000680330,,,,,,,0.92364,0.7735
ENSG00000275700,ENST00000680340,0.76782,0.60773,0.97914,8.2415e-13,0.050028,0.94997,0.93248,0.7371
ENSG00000275700,ENST00000680356,,,,,,,0.92338,0.80765
ENSG00000275700,ENST00000680579,,,,,,,0.96417,0.28488
ENSG00000275700,ENST00000680782,0.88642,0.68844,1.1539,9.9906e-13,0.34272,0.65728,0.91515,0.77243
ENSG00000275700,ENST00000681062,0.86092,0.67064,1.117,1.1446e-12,0.26163,0.73837,0.91536,0.79588
ENSG00000181409,ENST00000326724,0.79613,0.672,0.9477,9.600200000000001e-25,0.037892,0.96211,1.1073,-2.0284
ENSG00000181409,ENST00000374792,,,,,,,1.0529,-0.80041
ENSG00000181409,ENST00000417379,0.78721,0.65861,0.94592,3.8301e-22,0.032697,0.9673,1.1152,-2.0943
ENSG00000181409,ENST00000570932,,,,,,,1.1873,-0.94467
ENSG00000181409,ENST00000572339,0.31353,0.15442,0.71747,0.68559,0.0078237,0.30658,0.85232,0.74423
ENSG00000181409,ENST00000575363,0.58795,0.33436,1.1043,0.0326,0.082452,0.88495,0.95108,0.23824
ENSG00000181409,ENST00000576053,,,,,,,0.84851,0.50091
ENSG00000181409,ENST00000650574,0.7251,0.51426,1.0442,5.8745e-06,0.074904,0.92509,0.8232,1.4773
ENSG00000183044,ENST00000268251,0.69614,0.54826,0.89253,5.5354e-11,0.0094848,0.99052,0.96141,0.42226
ENSG00000183044,ENST00000396600,0.69614,0.54826,0.89253,5.5354e-11,0.0094848,0.99052,0.96141,0.42226
ENSG00000183044,ENST00000425191,0.69614,0.54826,0.89253,5.5354e-11,0.0094848,0.99052,0.96141,0.42226
ENSG00000183044,ENST00000561870,0.69479,0.38043,1.3713,0.020536,0.14377,0.8357,1.1488,-0.57694
ENSG00000183044,ENST00000562115,,,,,,,1.0974,-0.48426
ENSG00000183044,ENST00000564714,1.1445,0.79838,1.6793,6.1273e-08,0.60437,0.39563,1.2444,-1.1444
ENSG00000183044,ENST00000565016,1.1118,0.75273,1.6887,1.0042e-06,0.50736,0.49264,1.1205,-0.53848
ENSG00000183044,ENST00000566590,,,,,,,1.1354,-0.46606
ENSG00000183044,ENST00000567812,0.77677,0.62299,0.97651,1.7361e-14,0.051241,0.94876,0.97572,0.26975
ENSG00000183044,ENST00000568847,,,,,,,1.1881,-0.5098
ENSG00000183044,ENST00000569156,0.76045,0.60865,0.9581,6.4867e-14,0.035209,0.96479,0.96595,0.37697
ENSG00000165029,ENST00000374733,0.76469,0.4488,1.3797,0.0043534,0.16716,0.82849,1.0016,-0.0081213
ENSG00000165029,ENST00000374736,0.50662,0.44013,0.58506,5.5124e-15,1.0479e-14,1.0,0.8828,2.6343
ENSG00000165029,ENST00000423487,0.61169,0.42281,0.90706,0.00030999,0.024239,0.97545,0.93749,0.55345
ENSG00000165029,ENST00000678995,0.5197,0.45241,0.59888,7.0181e-17,3.0616e-14,1.0,0.88987,2.4751
ENSG00000154263,ENST00000269081,0.90118,0.79526,1.0238,1.7034e-51,0.91614,0.083857,0.95287,0.85577
ENSG00000154263,ENST00000518929,,,,,,,0.90353,0.82583
ENSG00000154263,ENST00000521538,0.7725,0.38048,1.7678,0.03953,0.18401,0.77646,1.0367,-0.11401
ENSG00000154263,ENST00000522406,,,,,,,0.91515,0.79709
ENSG00000154263,ENST00000522787,0.69764,0.34361,1.5965,0.05296,0.15867,0.78837,1.0367,-0.11401
ENSG00000154263,ENST00000523419,,,,,,,0.94717,0.88862
ENSG00000154263,ENST00000523512,,,,,,,0.93482,0.29321
ENSG00000154263,ENST00000524273,,,,,,,0.96513,0.18845
ENSG00000154263,ENST00000690296,0.90118,0.79526,1.0238,1.7034e-51,0.91614,0.083857,0.95287,0.85577
ENSG00000144452,ENST00000272895,0.53149,0.46666,0.60699,1.595e-20,3.4717e-15,1.0,0.90511,2.2496
ENSG00000144452,ENST00000389661,0.50204,0.43425,0.58242,1.175e-13,3.4626e-14,1.0,0.89524,2.3339
ENSG00000144452,ENST00000412081,0.35566,0.16198,0.91921,0.45321,0.032994,0.5138,0.98745,0.047269
ENSG00000179869,ENST00000411975,0.93914,0.79125,1.1201,9.5097e-29,0.8597,0.1403,0.99549,0.061369
ENSG00000179869,ENST00000417403,,,,,,,0.98966,0.08505
ENSG00000179869,ENST00000435451,0.98665,0.66797,1.4985,3.1646e-06,0.3758,0.6242,0.89849,0.59373
ENSG00000179869,ENST00000435803,0.99427,0.92253,1.0726,3.6622e-161,1.0,5.3345e-11,1.0253,-0.82882
ENSG00000179869,ENST00000453246,,,,,,,1.0198,-0.32289
ENSG00000179869,ENST00000544596,1.0002,0.90372,1.1089,4.365e-88,1.0,3.1295e-06,1.0199,-0.45392
ENSG00000107331,ENST00000341511,0.31959,0.26794,0.38317,1.0,4.5021000000000005e-34,1.2071e-12,0.78158,5.4365
ENSG00000107331,ENST00000371605,0.31721,0.26567,0.38074,1.0,2.3856e-34,6.394e-13,0.78139,5.4409
ENSG00000107331,ENST00000470535,,,,,,,0.86009,0.4684
ENSG00000107331,ENST00000479446,,,,,,,0.7385,5.033
ENSG00000107331,ENST00000487109,,,,,,,0.80796,3.0151
ENSG00000107331,ENST00000488535,,,,,,,0.74889,4.1711
ENSG00000107331,ENST00000490486,0.42924,0.2648,0.72808,0.21302,0.0072497,0.77973,0.86908,0.92204
ENSG00000107331,ENST00000614293,0.33101,0.27862,0.3952,1.0,2.2482999999999998e-32,3.6317e-11,0.78668,5.3517
ENSG00000167972,ENST00000301732,0.50915,0.42856,0.60789,1.9167e-10,4.6561e-10,1.0,0.94047,1.218
ENSG00000167972,ENST00000382381,0.50368,0.42228,0.60388,1.2583e-09,6.8782e-10,1.0,0.93655,1.2768
ENSG00000167972,ENST00000567910,0.57885,0.35709,0.98186,0.012674,0.051121,0.93621,1.0032,-0.022642
ENSG00000198691,ENST00000370225,0.7432,0.66166,0.83664,2.7091e-48,2.4684e-05,0.99998,0.9779,0.50352
ENSG00000198691,ENST00000649773,0.7984,0.67203,0.95322,4.9347e-24,0.044002,0.956,1.0221,-0.31836
ENSG00000154265,ENST00000392676,0.79115,0.6966,0.90093,3.2404999999999998e-43,0.0058485,0.99415,0.97181,0.5259
ENSG00000154265,ENST00000586811,0.84369,0.69392,1.0324,7.0514e-20,0.20877,0.79123,0.98338,0.18269
ENSG00000154265,ENST00000586995,,,,,,,0.94489,0.52643
ENSG00000154265,ENST00000587607,,,,,,,1.0294,-0.21471
ENSG00000154265,ENST00000588665,0.9053,0.47311,1.9035,0.013423,0.22959,0.75699,0.67397,0.88009
ENSG00000154265,ENST00000588877,0.79115,0.6966,0.90093,3.2404999999999998e-43,0.0058485,0.99415,0.97181,0.5259
ENSG00000154265,ENST00000589975,0.57262,0.36045,0.94782,0.009884,0.041546,0.94857,1.0549,-0.34932
ENSG00000154265,ENST00000591234,,,,,,,0.97113,0.10529
ENSG00000154265,ENST00000592568,1.0439,0.66893,1.6913,4.0667e-05,0.37472,0.62524,0.93684,0.32694
ENSG00000154265,ENST00000593153,0.7653,0.6389,0.92171,5.451499999999999e-21,0.014896,0.9851,0.98489,0.21061
ENSG00000154265,ENST00000593253,,,,,,,1.0294,-0.21471
ENSG00000154262,ENST00000284425,0.8579,0.75566,0.97655,3.4617e-47,0.39712,0.60288,1.0338,-0.62655
ENSG00000154262,ENST00000590645,1.1861,0.77222,1.8857,7.3258e-06,0.49835,0.50164,1.0454,-0.28373
ENSG00000064687,ENST00000263094,1.1467,1.0367,1.2705,1.3812e-100,1.0,1.4739e-10,1.139,-3.2055
ENSG00000064687,ENST00000435683,,,,,,,1.0843,-0.97749
ENSG00000064687,ENST00000524850,1.0878,0.75193,1.6131,2.4517e-07,0.52293,0.47707,1.1805,-1.1204
ENSG00000064687,ENST00000525073,0.81753,0.6501,1.0373,3.4202e-14,0.13325,0.86675,1.0918,-1.1079
ENSG00000064687,ENST00000529442,,,,,,,1.0588,-0.26911
ENSG00000064687,ENST00000530092,,,,,,,1.1164,-0.47222
ENSG00000064687,ENST00000531467,1.0613,0.70093,1.6591,7.533e-06,0.42206,0.57794,1.1627,-0.92577
ENSG00000064687,ENST00000612569,0.74344,0.50879,1.1151,3.663e-05,0.1077,0.89227,1.1299,-1.1167
ENSG00000141338,ENST00000269080,0.92603,0.81837,1.0505,1.9030000000000002e-54,0.9819,0.018101,0.99636,0.066907
ENSG00000141338,ENST00000430352,0.92128,0.8153,1.0436,2.3383e-55,0.97868,0.021324,1.0056,-0.10377
ENSG00000141338,ENST00000585531,0.93535,0.58878,1.5482,0.00018192,0.28126,0.71856,1.1078,-0.52223
ENSG00000141338,ENST00000586539,0.92061,0.8147,1.0428,2.6103000000000002e-55,0.9778,0.022199,1.0054,-0.099613
ENSG00000141338,ENST00000589533,,,,,,,1.0096,-0.11604
ENSG00000154258,ENST00000340001,0.89116,0.79021,1.0074,5.9649e-55,0.88355,0.11645,0.94382,1.0479
ENSG00000154258,ENST00000453985,0.87286,0.77192,0.98945,2.8058e-51,0.66164,0.33836,0.9433,1.0453
ENSG00000154258,ENST00000495634,0.85292,0.60943,1.2179,2.9687e-07,0.22543,0.77457,0.96229,0.28681
ENSG00000154258,ENST00000585714,0.9818,0.48357,2.2467,0.021625,0.24156,0.73682,0.98358,0.071665
ENSG00000085563,ENST00000265724,0.48578,0.40009,0.59354,5.4018e-07,5.3383e-09,1.0,0.85292,2.4734
ENSG00000085563,ENST00000416177,0.53936,0.26566,1.2343,0.12168,0.096011,0.78231,1.0965,-0.30203
ENSG00000085563,ENST00000543898,0.48402,0.39577,0.59599,1.8603e-06,1.6776e-08,1.0,0.85918,2.3081
ENSG00000085563,ENST00000622132,0.48578,0.40009,0.59354,5.4018e-07,5.3383e-09,1.0,0.85292,2.4734
ENSG00000135776,ENST00000344517,0.82566,0.66353,1.0358,1.1119e-15,0.14949,0.85051,0.86624,1.7827
ENSG00000073734,ENST00000439188,,,,,,,0.90561,0.38073
ENSG00000073734,ENST00000647920,,,,,,,0.81404,0.75618
ENSG00000073734,ENST00000648875,0.71366,0.39077,1.4086,0.018183,0.15257,0.82925,0.92767,0.29526
ENSG00000073734,ENST00000649448,0.59388,0.47005,0.75733,6.6608e-09,0.00027054,0.99973,0.9446,0.71949
ENSG00000073734,ENST00000650372,0.64191,0.54374,0.76126,1.4777e-19,7.9068e-06,0.99999,0.94138,1.0056
ENSG00000005471,ENST00000265723,0.52758,0.43894,0.63771,2.0738e-10,2.7415e-08,1.0,0.79375,3.4753
ENSG00000005471,ENST00000359206,0.52178,0.4336,0.63148,6.1125e-10,2.1093e-08,1.0,0.79452,3.4537
ENSG00000005471,ENST00000417608,0.15223,0.054097,0.72216,0.79301,0.010866,0.19612,0.99962,0.0014072
ENSG00000005471,ENST00000440025,0.70378,0.38536,1.3891,0.019366,0.14797,0.83267,0.5747,1.929
ENSG00000005471,ENST00000453593,0.5216,0.43187,0.63374,1.4089e-09,3.9691e-08,1.0,0.79795,3.3291
